title,address,description,price,date,seller,image 
5 bedroom terraced house for sale,"South Terrace, South Kensington, London, SW7","A 5 bedroom house for sale in Knightsbridge SW7 An elegant terraced family house situated in this highly sought after location with the benefit of a private rear garden and high ceilings throughout. Approximately 279.16 sq m (3,005 sq ft). EPC D This impressive five-bedroom house is beautiful...","£5,950,000",02/07/2020,"Knight Frank, Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65827/94306847/65827_SLA130055_IMG_01_0000_max_476x317.jpg
3 bedroom mews house for sale,"Rutland Mews South, Knightsbridge",A beautifully refurbished Freehold Mews house situated in this premier Knightsbridge Mews. ,"£5,950,000",15/05/2020,"Nicolas Van Patrick, Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/190k/189221/79711153/189221_101492005258_IMG_12_0000_max_476x317.jpg
4 bedroom house for sale,"Grosvenor Crescent Mews, Belgravia, London",A low built family mews house with private patio garden in an enviable position within a highly regarded and secure Belgravia mews.,"£5,950,000",24/06/2020,"Strutt & Parker, Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/45k/44264/82697318/44264_SLN180022_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Sixth Cross Road, Twickenham","Semi Detached 4 bedroom family home with driveway parking for 3 cars and side access to the private garage, rear garden and home office. Situated just 0.4 miles from St James Primary, Stanley Primary and Waldegrave Girls/Co-ed Sixth Form, 0.6 miles from Trafalgar and Archdeacon Primary and only 0...","£1,150,000",08/06/2020,"Websters Estate Agents, Twickenham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96821/71022393/96821_2553017_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Beech Hill, Hadley Wood, Hertfordshire",A grandiose Neo Georgian family Residence positioned in the areas most prolific road Beech Hill approached via a gated carriage driveway providing parking for numerous vehicles. As you enter the property you instantly get that feeling of elegance with a view of a bespoke cantilever staircase wi...,"£5,950,000",26/04/2018,"Statons, Hadley Wood",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/89k/88409/65064268/88409_27813475_IMG_19_0000_max_476x317.jpg
3 bedroom penthouse for sale,Trinity House 377 Kensington High Street Kensington London,"A stunning new 3 bedroomed 2187 sqft split level Penthouse within the prestigious 375 Kensington High Street development. With an immaculate attention to detail and the latest innovations in technology to create high end yet, comfortable city living.","£5,950,000",10/07/2019,"JLL, Kensington High Street",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/213k/212372/74922601/212372_P23934_IMG_05_0000_max_476x317.jpg
4 bedroom flat for sale,"Queen's Gate Gardens, South Kensington, London","This is an incredibly rare opportunity to acquire a double-lateral, front-to-back, raised ground floor, four-bedroom flat with the benefit of its own private street entrance and access to Queen's Gate Gardens directly opposite.","£5,950,000",19/06/2020,"Strutt & Parker, South Kensington",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/155k/154907/81107056/154907_SOK170122_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"The Knightsbridge Apartments, 199 Knightsbridge, London, SW7","2 bedroom apartment to rent in Knightsbridge, SW7 An immaculate two bedroom apartment on the first floor of this highly sought after building. Comprising two double bedrooms with fitted wardrobes and en suite bathrooms, reception room, separate kitchen with integrated appliances, cloakroom and b...","£5,950,000",23/07/2020,"Knight Frank, Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65827/95198741/65827_SLA012023970_IMG_01_0000_max_476x317.jpg
7 bedroom terraced house for sale,"Clapham Common North Side, Clapham, London, SW4","7 bedroom eighteenth century house for sale Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...","£5,950,000",31/07/2020,"Knight Frank, Wandsworth",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65845/95520314/65845_POD161234_IMG_01_0000_max_476x317.jpg
8 bedroom semi-detached house for sale,"Macaulay Road, Clapham, London, SW4","A very substantial family house benefitting from a Summer House, off-street parking and a stunning 127ft private walled garden.","£5,950,000",04/06/2020,"Savills, Northcote Road",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/101k/100852/71584791/100852_WAS200025_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,Hill Street W1J,A spacious and well-proportioned ground floor apartment located within a beautiful portered building on Hill Street in Mayfair.,"£5,950,000",03/12/2019,"Milton Stone, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/131k/130732/87160064/130732_RS0268_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Upper Hampstead Walk, London, NW3","New Instruction! An extraordinary three-bedroom Penthouse occupying the third, fourth and fifth floors of a prestigious and secure Grade II listed development, in the Heart of Hampstead Village.Comprising approximately 3928 square feet (365 sq. m.), this unique apartment features an incredible 51'","£5,950,000",13/01/2020,"Marcus Parfitt Residential Sales, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/196k/195101/88291031/195101_Rotundapent_IMG_00_0000_max_476x317.jpg
2 bedroom apartment for sale,"South Audley Street, London, W1K","A beautifully renovated second floor lateral Mayfair apartment of 1,690 sq ft, located in the heart of 'Mayfair Village'","£5,895,000",20/04/2020,"Clifton Property Partners Ltd, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/222k/221522/91551941/221522_F268SouthAudleySt_IMG_00_0000_max_476x317.jpg
3 bedroom house for sale,"Sloane Square, London, SW1W",A beautifully refurbished three bedroom lateral apartment with a direct view over the famous Sloane Square. The property has almost 1900sqft with a large reception room with separate dining area that leads on to a very well equipped kitchen. The added extras are of the highest quality s...,"£5,850,000",10/12/2019,"Chatterton Rees , London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/161k/160349/87385550/160349_29326623_IMG_17_0008_max_476x317.jpg
3 bedroom terraced house for sale,"Onslow Mews West, London, SW7",A stunning Mews House in the heart of South Kensington.,"£5,850,000",13/07/2020,"Savills, Chelsea",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78262/71808249/78262_CES200028_IMG_01_0000_max_476x317.jpg
6 bedroom house for sale,"Linnell Drive, Hampstead Garden Suburb NW11","An extremely attractive 5-6 bedroom, double fronted, detached house situated at the end of a quiet sought-after private close and boasting stunning views across the Heath Extension. This beautiful family home occupies a larger than average plot and enjoys 5,330 sq ft gross (495 sq m) on ...","£5,800,000",25/07/2020,"TK International, Hampstead",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66289/72090951/66289_29842811_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Linnell Drive, NW11","Linnell House nestles at the end of a quiet enclave overlooking and enjoying views across the Heath Extension. Occupying a wider than average plot, spanning 495 sq m (5330 sq ft) over three storeys we are delighted to offer a 5/6 bedroom double fronted detached family home maintained beautifully ...","£5,800,000",16/01/2020,"Glentree Estates Ltd, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190037/67661544/190037_29395771_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Sydney Street, Chelsea, London, SW3","An impressive 1st floor, 3 bedroom lateral apartment with a west facing internal terrace in a beautifully designed building, situated right in the heart of Chelsea. The property comes with a 79sq.ft terrace and a parking space.","£5,800,000",24/12/2019,"John D Wood & Co. Sales, Chelsea Green",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/669/76376449/669_CST180251_IMG_09_0000_max_476x317.jpg
3 bedroom flat for sale,"Sydney Street, London"," An impressive lateral 1st floor, three bedroom apartmentAn impressive lateral 1st floor, three bedroom apartment. ","£5,800,000",29/07/2020,"Strutt & Parker, London - New Homes",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96919/82849249/96919_LNW200055_IMG_01_0000_max_476x317.jpg
6 bedroom flat for sale,"Eyre Court, London, NW8 ","* Video Tour * A rarely available six bedroom duplex family apartment (3662 sq ft / 340 sq m) situated on the first and second floors of the this prestigious portered block. Two apartments were converted and combined in 2011 and refurbished to a high standard, ideal for a family looking for house...","£5,795,000",12/03/2020,"Hanover, St John's Wood",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/75k/74440/96022637/74440_29383946_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Sydney Street, London",An impressive collection of apartments in a beautifully designed building in the heart of Chelsea. ,POA,29/04/2020,"Strutt & Parker, London - New Homes",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96919/79252270/96919_LNW200031_IMG_09_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Principal Place,
Worship Street,
London,
EC2A","This luxurious apartment combines spectacular architecture, elegant design and breath-taking views. It benefits from the residents' gym, spa, cinema, pool and 24-hour concierge. With a City address, the development offers fast transport links and a wealth of cultural and culinary experiences.","£5,750,000",03/08/2020,Principal Place Residential,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/193k/192059/95515130/192059_3801UpperHouse_IMG_12_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Mallord Street, London, SW3","A charming, wide and low built Grade II Listed house on this popular Chelsea street.","£5,750,000",18/01/2020,"Savills, Chelsea",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78262/67722060/78262_MAS130284_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Principal Tower, Worship Street, EC2A","Contact us now for a video viewing or 360 tour. Stunning Penthouse set within an incredible landmark development. Principal Tower enjoys a prestigious location overlooking the heart of the City of London, the financial capital of the world, and Shoreditch, the trend-setting capital of the world....","£5,750,000",11/03/2020,"Morgan Randall, Islington",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/205k/204929/69018612/204929_2543393_IMG_01_0000_max_476x317.jpg
5 bedroom duplex for sale,West Heath Road Hampstead NW3,"Situated in a modern, secure, gated development is this luxury, extremely spacious (4,300 sq ft) and beautifully presented five bedroom, five bathroom, duplex apartment","£5,750,000",30/05/2019,"Heathgate, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51753/82221704/51753_33471_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Sydney Street, Chelsea, London, SW3","An impressive 3rd floor, 2 bedroom lateral apartment with a west facing terrace in a beautifully designed building, situated right in the heart of Chelsea. The property comes with a 129sq.ft terrace and a secure parking space.","£5,750,000",16/05/2019,"John D Wood & Co. Sales, Chelsea Green",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/669/83808464/669_CST180255_IMG_11_0000_max_476x317.jpg
3 bedroom flat for sale,"Drake House, 76 Marsham Street, London, SW1P","A duplex penthouse apartment for sale in the heart of Westminster, close to the River Thames A superb fifth and sixth-floor penthouse apartment located in a luxury new development in the heart of Westminster. The property has an open plan living and dining room with access to a balcony, there ...","£5,750,000",22/06/2020,"Knight Frank, Belgravia, covering Westminster",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/81223324/94745_POD190655_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"KENSINGTON SQUARE, London, W8",A very handsome Grade II listed freehold Georgian house south facing over five floors and extending to 3972 sq ft with direct views over one of Kensington's premier squares.,"£5,750,000",05/02/2020,"Plaza Estates , Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/29k/28962/77250709/28962_15491_EAF_30980_IMG_01_0002_max_476x317.jpg
2 bedroom flat for sale,"Oregon Avenue, London, E12","BOOK ONLINE TODAY 24/7 at PURPLEBRICKS.CO.UK **Guide Price £375,000 to £400,000** **VIDEO TOUR OF PROPERTY NOW AVAILABLE ON REQUEST** Purplebricks are delighted to offer for sale, this delightful Two Bedroom Victorian conversion garden flat which has been beautifully maintained by the curr...","£375,000",06/07/2020,"Purplebricks, covering London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151079/70598472/151079_938093-1_IMG_31_0000_max_476x317.jpg
